ACCESSION: KZ000087
RECORD_TITLE: o-Coumaric acid; GC-EI-TOF-MS; 2 TMS; BP:147
DATE: 2010.11.17 (original 2010.02.10)
AUTHORS: Ara T, Morishita Y, Shibata D, Kazusa DNA Research Institute
COPYRIGHT: Copyright(C) 2008-2010 Kazusa DNA Research Institute
COMMENT: MassBase peak ID: MDGC1_01723_P000148
<hr size="1" color="silver" width="98%" align="left">CH$NAME: o-Coumaric acid
CH$COMPOUND_CLASS: Natural Product
CH$FORMULA: C9H8O3
CH$EXACT_MASS: 164.0473441
CH$SMILES: OC(=O)C=Cc(c1)c(O)ccc1
CH$IUPAC: 1/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/b6-5+/f/h11H
CH$LINK: CAS <a href="http://webbook.nist.gov/cgi/cbook.cgi?ID=583-17-5" target="_blank">583-17-5</a>
CH$LINK: KEGG <a href="http://www.genome.jp/dbget-bin/www_bget?cpd:C01772" target="_blank">C01772</a>
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: Pegasus III TOF-MS system, Leco; GC 6890, Agilent Technologies
AC$INSTRUMENT_TYPE: GC-EI-TOF-MS
AC$ANALYTICAL_CONDITION: MS_TYPE GC-TOF/MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
AC$ANALYTICAL_CONDITION: RETENTION_TIME 916.262 sec
AC$ANALYTICAL_CONDITION: RETENTION_INDEX 1980.0
AC$ANALYTICAL_CONDITION: COLUMN_NAME DB-17MS
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: DERIVATIVE_TYPE 2 TMS
MS$FOCUSED_ION: BASE_PEAK 147
MS$DATA_PROCESSING: WHOLE ChromaTOF ver. 2.32 (Leco)
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 122
PK$PEAK: m/z int. rel.int.
 82 1 1
 83 9 9
 84 2 2
 85 10 10
 86 2 2
 87 7 7
 88 5 5
 89 55 55
 90 37 37
 91 51 51
 92 7 7
 93 3 3
 94 1 1
 95 3 3
 96 1 1
 97 4 4
 98 1 1
 99 2 2
 100 1 1
 101 15 15
 102 15 15
 103 16 16
 104 3 3
 105 13 13
 106 2 2
 107 2 2
 109 1 1
 110 2 2
 111 1 1
 113 2 2
 114 2 2
 115 43 43
 116 10 10
 117 11 11
 118 63 63
 119 11 11
 120 2 2
 121 5 5
 122 1 1
 123 1 1
 127 1 1
 128 2 2
 129 3 3
 130 1 1
 131 16 16
 132 3 3
 133 25 25
 134 5 5
 135 44 44
 136 6 6
 137 3 3
 139 5 5
 142 1 1
 143 3 3
 144 10 10
 145 20 20
 146 40 40
 147 999 999
 148 160 160
 149 83 83
 150 9 9
 151 9 9
 152 1 1
 159 12 12
 160 3 3
 161 157 157
 162 25 25
 163 13 13
 164 3 3
 165 1 1
 166 2 2
 173 1 1
 174 1 1
 175 36 36
 176 7 7
 177 13 13
 178 2 2
 179 10 10
 180 1 1
 181 4 4
 182 1 1
 189 2 2
 190 60 60
 191 12 12
 192 9 9
 193 2 2
 195 1 1
 201 1 1
 202 1 1
 203 3 3
 205 5 5
 206 1 1
 207 1 1
 209 11 11
 210 3 3
 211 1 1
 217 3 3
 218 2 2
 219 73 73
 220 16 16
 221 5 5
 222 1 1
 233 1 1
 235 4 4
 236 1 1
 237 1 1
 249 2 2
 250 1 1
 251 4 4
 252 1 1
 265 3 3
 266 1 1
 292 2 2
 293 160 160
 294 45 45
 295 17 17
 296 3 3
 307 6 6
 308 82 82
 309 21 21
 310 7 7
 311 1 1
//
