ACCESSION: JP009846
RECORD_TITLE: (Z)-ETHYL 3,7-DIMETHYL-2,6-OCTADIENOATE; EI-MS
DATE: 2008.10.21
AUTHORS: KURARAY CO., LTD.
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: (Z)-ETHYL 3,7-DIMETHYL-2,6-OCTADIENOATE
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C12H20O2
CH$EXACT_MASS: 196.14633
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: JEOL JMS-D-300
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
AC$ANALYTICAL_CONDITION: IONIZATION_ENERGY 70 eV
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 59
PK$PEAK: m/z int. rel.int.
  27 6.1 61
  28 1 10
  29 7.1 71
  39 0.96 10
  40 1.8 18
  41 46.9 469
  42 2.7 27
  43 0.73 7
  44 1.3 13
  51 1.5 15
  53 7.1 71
  54 0.32 3
  55 4.5 45
  56 1.4 14
  57 1.2 12
  59 0.19 2
  65 1.9 19
  67 7.5 75
  68 3.9 39
  69 99.99 999
  70 6.3 63
  77 2.7 27
  79 3.7 37
  80 0.13 1
  81 5.1 51
  82 17.7 177
  83 14 140
  84 0.18 2
  85 5.2 52
  91 4.5 45
  93 2.6 26
  95 0.36 4
  96 1.1 11
  97 1.3 13
  99 1.1 11
  100 3.07 31
  101 1.8 18
  105 2.3 23
  107 7.4 74
  108 0.43 4
  109 6.8 68
  111 2.9 29
  112 3.2 32
  113 0.47 5
  121 3.9 39
  122 12 120
  123 21.7 217
  124 0.23 2
  128 40.5 405
  129 3.2 32
  135 2.9 29
  139 0.21 2
  141 1.4 14
  149 1.2 12
  150 6.8 68
  151 1.41 14
  152 1.9 19
  153 5.6 56
  196 5.3 53
//
