ACCESSION: JP008795
RECORD_TITLE: FORMALDEHYDE O-2,3,4,5,6-PENTAFLUOROBENZYLOXIME; EI-MS
DATE: 2008.10.21
AUTHORS: UOEH
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: FORMALDEHYDE O-2,3,4,5,6-PENTAFLUOROBENZYLOXIME
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C8H4F5NO
CH$EXACT_MASS: 225.0213
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: HP 5970
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
AC$ANALYTICAL_CONDITION: IONIZATION_ENERGY 70 eV
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 64
PK$PEAK: m/z int. rel.int.
  43 0.62 6
  44 3.06 31
  49 0.18 2
  50 0.11 1
  51 1.17 12
  55 0.28 3
  56 0.31 3
  57 0.41 4
  61 0.49 5
  62 0.51 5
  68 0.47 5
  69 2.94 29
  74 0.75 8
  75 1.9 19
  79 1.23 12
  80 0.8 8
  81 2 20
  86 0.49 5
  92 0.35 4
  93 3.28 33
  98 1.66 17
  99 4.54 45
  100 0.26 3
  105 0.31 3
  110 0.17 2
  111 0.68 7
  112 1.22 12
  113 0.36 4
  117 5.71 57
  118 0.66 7
  119 2.52 25
  120 0.11 1
  123 0.18 2
  124 0.13 1
  129 0.37 4
  130 0.66 7
  131 2.45 25
  132 0.14 1
  137 0.93 9
  141 0.16 2
  143 1.02 10
  148 0.8 8
  149 0.89 9
  150 1.46 15
  151 0.2 2
  155 1.82 18
  161 7.22 72
  162 1.69 17
  163 0.15 2
  167 4.28 43
  168 1.81 18
  169 0.57 6
  176 0.1 1
  177 0.64 6
  178 0.47 5
  179 0.37 4
  181 99.99 999
  182 7.46 75
  183 0.18 2
  195 11.38 114
  196 1.38 14
  197 0.61 6
  198 0.57 6
  225 0.13 1
//
