ACCESSION: JP008947
RECORD_TITLE: 2,2,4-TRIMETHYLCYCLOPENTANONE (5,5-D2); EI-MS
DATE: 2008.10.21
AUTHORS: YAMAMOTO M, DEP. CHEMISTRY, FAC. SCIENCE, NARA WOMEN'S UNIV.
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: 2,2,4-TRIMETHYLCYCLOPENTANONE (5,5-D2)
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C8H14O
CH$EXACT_MASS: 126.10447
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: HITACHI RMU-6M
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
AC$ANALYTICAL_CONDITION: IONIZATION_ENERGY 70 eV
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 43
PK$PEAK: m/z int. rel.int.
  27 9.8 98
  28 5.5 55
  29 6.9 69
  30 0.2 2
  31 1.1 11
  38 1.2 12
  39 16.1 161
  40 0.86 9
  41 36.1 361
  42 9.8 98
  43 9.2 92
  44 0.84 8
  45 1.8 18
  51 1.5 15
  52 1 10
  53 0.27 3
  54 2 20
  55 9.6 96
  56 99.99 999
  57 1.37 14
  58 3.7 37
  67 2.5 25
  68 1.2 12
  69 1.36 14
  70 14.2 142
  71 1.7 17
  72 1.6 16
  73 0.23 2
  82 10.7 107
  83 13.1 131
  84 6.8 68
  85 0.36 4
  94 1.4 14
  95 4.1 41
  99 1.6 16
  109 0.11 1
  110 4.4 44
  112 4.7 47
  113 21.3 213
  114 0.18 2
  127 3.1 31
  128 18.5 185
  129 1.7 17
//
