ACCESSION: JP000804
RECORD_TITLE: 1-O-OCTADECYLGLYCEROL 2,3-DITRIMETHYLSILYLETHER; EI-MS
DATE: 2008.10.21
AUTHORS: HAYASHI A, DEPT. OF CHEMISTRY, FAC. OF SCI. AND TECHNOLOGY, KINKI UNIV.
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: 1-O-OCTADECYLGLYCEROL 2,3-DITRIMETHYLSILYLETHER
CH$NAME: 1-O-OCTADECYL-2,3-DI-O-TRIMETHYLSILYLGLYCEROL
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C27H60O3Si2
CH$EXACT_MASS: 488.4081
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: SHIMADZU LKB-9000B
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
AC$ANALYTICAL_CONDITION: IONIZATION_ENERGY 23 eV
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 73
PK$PEAK: m/z int. rel.int.
  57 1.5 15
  71 3.6 36
  73 1.7 17
  75 0.26 3
  82 1.2 12
  83 2.7 27
  84 0.9 9
  85 0.42 4
  95 1 10
  96 1.6 16
  97 3.1 31
  98 0.15 2
  99 3.1 31
  101 1 10
  103 3.8 38
  105 0.11 1
  110 1.1 11
  111 2.7 27
  112 1.1 11
  113 0.24 2
  115 1.4 14
  116 5.3 53
  117 20 200
  118 0.22 2
  119 2.9 29
  125 2 20
  127 2 20
  129 0.91 9
  130 23.2 232
  131 14 140
  132 4.1 41
  133 2.75 28
  134 3.6 36
  135 2.2 22
  137 0.8 8
  139 0.11 1
  141 1.4 14
  145 2.4 24
  147 20.1 201
  148 0.33 3
  149 3.7 37
  153 0.8 8
  155 1.1 11
  159 0.08 1
  163 1 10
  167 0.8 8
  169 1 10
  175 0.21 2
  177 3.2 32
  183 0.8 8
  186 0.9 9
  189 0.09 1
  191 0.9 9
  204 8.9 89
  205 99.99 999
  206 2.02 20
  207 9.3 93
  208 1.4 14
  221 2 20
  222 0.08 1
  250 0.8 8
  251 0.8 8
  281 1.7 17
  308 0.19 2
  327 1.3 13
  341 7.8 78
  342 2.2 22
  383 0.16 2
  384 2.2 22
  385 1.9 19
  398 2.4 24
  473 0.42 4
  474 1.6 16
//
