ACCESSION: JP002173
RECORD_TITLE: TRIPHENYLTIN CHLORIDE; EI-MS
DATE: 2008.10.21
AUTHORS: KOGA M, UNIV. OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: TRIPHENYLTIN CHLORIDE
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C18H15ClSn
CH$EXACT_MASS: 385.98842
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: VARIAN MAT-44
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
AC$ANALYTICAL_CONDITION: IONIZATION_ENERGY 70 eV
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 69
PK$PEAK: m/z int. rel.int.
  51 93.44 934
  52 6.2 62
  63 1.32 13
  74 4.25 43
  75 4.03 40
  76 6.02 60
  77 59.99 600
  78 5.74 57
  115 1.36 14
  116 5.65 57
  117 3.88 39
  118 9.78 98
  119 4.54 45
  120 12.97 130
  122 1.83 18
  124 2.2 22
  143 1.66 17
  145 2.12 21
  147 1.2 12
  149 1.54 15
  150 1.79 18
  151 16.2 162
  152 16.36 164
  153 37.32 373
  154 99.99 999
  155 50.89 509
  156 4.77 48
  157 14.52 145
  159 6.05 61
  161 1.42 14
  193 8.03 80
  194 5.67 57
  195 13.38 134
  196 6.86 69
  197 16.73 167
  198 1.45 15
  199 2.41 24
  201 2.76 28
  228 1.17 12
  229 1.3 13
  230 3.12 31
  231 6.22 62
  232 3.22 32
  301 1.12 11
  303 1.23 12
  304 5.06 51
  305 17.85 179
  306 19.19 192
  307 34.34 343
  308 29.07 291
  309 39.82 398
  310 13.51 135
  311 14.85 149
  312 4.56 46
  313 6.51 65
  314 1.63 16
  315 1.75 18
  346 1.18 12
  347 2.52 25
  348 3.23 32
  349 3.72 37
  350 4.09 41
  351 3.16 32
  382 1.37 14
  383 2.08 21
  384 2.38 24
  385 3.04 30
  386 2.45 25
  387 1.36 14
//
