ACCESSION: JP000104
RECORD_TITLE: N-ACETYL-VALYL-ALANYL-GLYCINE METHYLESTER; EI-MS
DATE: 2008.10.21
AUTHORS: YAMAMOTO M, DEP. CHEMISTRY, FAC. SCIENCE, NARA WOMEN'S UNIV.
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: N-ACETYL-VALYL-ALANYL-GLYCINE METHYLESTER
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C13H23N3O5
CH$EXACT_MASS: 301.16377
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: HITACHI RMU-6M
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
AC$ANALYTICAL_CONDITION: IONIZATION_ENERGY 70 eV
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 55
PK$PEAK: m/z int. rel.int.
  15 9.7 97
  27 5.1 51
  28 12.6 126
  29 0.53 5
  30 17.8 178
  31 1.2 12
  39 2.5 25
  41 0.58 6
  42 6 60
  43 25.2 252
  44 99.99 999
  45 0.39 4
  53 1 10
  54 1.3 13
  55 18.3 183
  56 0.98 10
  57 6.2 62
  58 6.6 66
  59 1.8 18
  60 0.38 4
  69 2.8 28
  70 6.3 63
  71 3.3 33
  72 9.08 91
  73 6.3 63
  74 1.2 12
  83 1.8 18
  84 0.14 1
  85 1.3 13
  88 3.4 34
  90 3.9 39
  98 0.13 1
  99 4.8 48
  100 7.6 76
  112 1.5 15
  113 0.26 3
  114 56.5 565
  115 19.4 194
  116 2.2 22
  126 0.11 1
  127 3.5 35
  142 24.3 243
  143 2.6 26
  145 0.35 4
  161 1.4 14
  170 1.2 12
  171 2.3 23
  185 1.57 16
  186 5.3 53
  187 1.8 18
  199 2.3 23
  214 0.4 4
  270 1.2 12
  301 1.8 18
  302 1.3 13
//
