ACCESSION: JP009616
RECORD_TITLE: 3-BROMOPHENYL METHYL KETONE; EI-MS
DATE: 2008.10.21
AUTHORS: THE INSTITUTE OF SCIENTIFIC AND INDUSTRIALRESEARCH
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: 3-BROMOPHENYL METHYL KETONE
CH$NAME: 3-BROMOACETOPHENONE
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C8H7BrO
CH$EXACT_MASS: 197.96803
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: JEOL JMS-DX-300
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
AC$ANALYTICAL_CONDITION: IONIZATION_ENERGY 70 eV
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 55
PK$PEAK: m/z int. rel.int.
  26 3 30
  27 4.3 43
  29 2.2 22
  37 0.72 7
  38 15.7 157
  39 13.2 132
  40 1 10
  41 0.12 1
  42 10.2 102
  43 93.9 939
  44 2.6 26
  49 0.78 8
  50 99.99 999
  51 28.2 282
  52 2.4 24
  53 0.26 3
  61 11.2 112
  62 12 120
  63 18.8 188
  64 0.37 4
  65 3.9 39
  73 9.1 91
  74 55.4 554
  75 7.96 80
  76 95.8 958
  77 17 170
  78 1 10
  79 0.48 5
  80 1.8 18
  81 4.9 49
  82 1.8 18
  85 0.17 2
  86 2.8 28
  87 2.4 24
  88 1.2 12
  89 1.1 11
  90 7 70
  91 8 80
  104 12.7 127
  105 0.18 2
  117 1 10
  129 2.2 22
  131 2.2 22
  155 4.44 44
  156 3.8 38
  157 42.3 423
  158 3.2 32
  183 5.38 54
  184 4 40
  185 51.5 515
  186 4 40
  198 1.89 19
  199 2 20
  200 18.6 186
  201 1.9 19
//
