ACCESSION: JP003863
RECORD_TITLE: 5-ETHYL-5-ISOPROPYL-BARBITURIC ACID; EI-MS
DATE: 2008.10.21
AUTHORS: SASAKI S, TOYOHASHI UNIV. OF TECH.
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: 5-ETHYL-5-ISOPROPYL-BARBITURIC ACID
CH$NAME: PROBARBITAL
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C9H14N2O3
CH$EXACT_MASS: 198.10044
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: Unknown
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
AC$ANALYTICAL_CONDITION: IONIZATION_ENERGY 70 eV
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 75
PK$PEAK: m/z int. rel.int.
  26 0.3 3
  27 3.4 34
  28 2.9 29
  29 0.24 2
  30 0.1 1
  37 0.1 1
  38 0.4 4
  39 0.39 4
  40 1.4 14
  41 11.9 119
  42 1.9 19
  43 0.99 10
  44 2.9 29
  51 0.4 4
  52 0.9 9
  53 0.19 2
  54 1.7 17
  55 3.9 39
  56 1.3 13
  57 0.01 0
  58 0.9 9
  59 0.1 1
  65 0.5 5
  66 0.09 1
  67 2.3 23
  68 1.5 15
  69 3.9 39
  70 0.31 3
  71 0.9 9
  72 0.1 1
  79 0.4 4
  80 0.19 2
  81 0.3 3
  82 0.9 9
  83 1.9 19
  84 0.11 1
  85 2.9 29
  86 0.9 9
  94 1.6 16
  95 0.09 1
  96 0.9 9
  97 2.7 27
  98 7.9 79
  99 0.09 1
  100 0.1 1
  108 0.1 1
  109 2.4 24
  110 0.08 1
  111 0.9 9
  112 4.9 49
  113 1.7 17
  114 0.01 0
  124 0.2 2
  126 1.9 19
  140 0.3 3
  141 5.79 58
  142 4.4 44
  143 1.4 14
  144 0.4 4
  153 0.01 0
  154 0.9 9
  155 9.9 99
  156 99.99 999
  157 0.84 8
  158 1.4 14
  159 0.4 4
  168 0.1 1
  169 0.59 6
  170 2.9 29
  171 0.9 9
  182 0.1 1
  183 0.09 1
  184 0.1 1
  198 0.1 1
  199 0.6 6
//
