ACCESSION: JP003343
RECORD_TITLE: 2-BUTOXYETHYL STEARATE; EI-MS
DATE: 2008.10.21
AUTHORS: KOGA M, UNIV. OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: 2-BUTOXYETHYL STEARATE
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C24H48O3
CH$EXACT_MASS: 384.36035
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: JEOL JMS-01-SG-2
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
AC$ANALYTICAL_CONDITION: IONIZATION_ENERGY 75 eV
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 54
PK$PEAK: m/z int. rel.int.
  43 75.8 758
  44 8.5 85
  45 27.6 276
  53 2.4 24
  54 38.4 384
  55 92.7 927
  56 99.99 999
  57 0.55 6
  58 2.2 22
  59 7.4 74
  60 3.8 38
  63 0.24 2
  67 7 70
  68 4.4 44
  69 19.7 197
  70 0.6 6
  71 18.5 185
  72 2.4 24
  73 9.5 95
  74 0.34 3
  81 6.8 68
  82 4.1 41
  83 14.4 144
  84 1.64 16
  85 85.3 853
  86 7.7 77
  87 8.9 89
  88 0.87 9
  98 24.3 243
  99 10.5 105
  100 51.1 511
  101 2.68 27
  105 4.9 49
  109 3.7 37
  111 5 50
  112 0.72 7
  115 2.1 21
  117 11.3 113
  119 2.9 29
  129 0.34 3
  154 3.7 37
  155 2.1 21
  160 10.1 101
  173 0.53 5
  239 12 120
  255 3.2 32
  256 2.9 29
  257 0.27 3
  267 5.8 58
  283 6.4 64
  284 5.4 54
  285 0.19 2
  311 2.6 26
  312 2.2 22
//
